esnibOo@viajes.cl,537398,32322,tarragona,Vitoria,96,3733,411000,EasyJet,Palencia;Murcia;Valdemoro;Ávila,Primera clase,2026-05-07,2026-05-09
olalbo@viajes.cl,537430,72609,Badalona,Alicante,44,1879,200000,Qatar Airways,Cáceres;Lorca,Clase económica,2025-12-22,2025-12-23
raOUl7143@viajes.cl,537431,99648,Alicante,Santa Coloma de Gramanet,39,857,59000,Air New Zealand,Sevilla,Clase económica,2025-12-23,2025-12-23
anabul@viajes.cl,537432,21756,Santa Coloma de Gramanet,San Fernando,41,269,136000,American Airlines,,Clase económica,2025-12-23,2025-12-23
Carolinalara@viajes.cl,537441,34568,Avilés,El Ejido,30,,145000,Southwest Airlines,,Clase económica,2025-05-27,2025-05-27
juana7952@viajes.cl,537442,63147,El Ejido,León,100,3133,230000,Emirates,Dos Hermanas;Calahorra;Puertollano;Sanlúcar de Barrameda,Primera clase,2025-05-27,2025-05-29
Pablotejeda@viajes.cl,537453,97182,Alicante,Sevilla,35,2897,397000,Iberia,Alcalá de Guadaira;Alcorcón,Clase ejecutiva,2025-10-23,2025-10-25
gilberto2933@viajes.cl,537479,48137,Orihuela,Alcobendas,40,1328,50000,Air France,,Clase económica,2025-11-07,2025-11-07
Estersaucedo@viajes.cl,537484,93442,Alcobendas,Valladolid,29,1004,91000,Aeroméxico,Tarrasa,Clase económica,2025-11-11,2025-11-11
arturo6379@viajes.cl,537485,21998,Barcelona,Getafe,74,2839,227000,Delta Air Lines,Alcoy,Clase ejecutiva,2025-05-27,2025-05-28
cristian2042@viajes.cl,537486,53034,getafe,MOLLET DEL VALLéS,86,2207,239000,Iberia,Hospitalet de LLobregat;San Sebastián,Clase ejecutiva,2025-05-28,2025-05-29
pilar4208@viajes.cl,537490,81619,Mollet del Vallés,Estepona,69,221,108000,All Nippon Airways (ANA),,Clase económica,2025-06-01,2025-06-01
sr.3517@viajes.cl,537491,9893,Santa Coloma de Gramanet,ELCHE,67,958,71000,British Airways,Elche,Clase económica,2025-03-28,2025-03-28
Benitoalmanza@viajes.cl,537494,63847,Elche,GIJóN,46,1082,132000,KLM,,Clase económica,2025-03-30,2025-03-30
clemente8404@viajes.cl,537502,13638,Mérida,Tarragona,77,2348,162000,British Airways,,Clase ejecutiva,2025-11-10,2025-11-11
Sra.fernOendez@viajes.cl,537503,57093,Tarragona,Fuengirola,63,3158,258000,Frontier Airlines,Lérida;Tarragona;Roquetas de Mar,Primera clase,2025-11-11,2025-11-13
claudio678@viajes.cl,537504,37819,Fuengirola,Badajoz,59,4234,362000,Southwest Airlines,Roquetas de Mar;San Cristróbal de la Laguna;Pamplona;Santa Cruz de Tenerife,Primera clase,2025-11-13,2025-11-15
Guillerminanazario@viajes.cl,537507,15541,Castellón de la Plana,Pamplona,39,445,72000,Aeroméxico,,Clase económica,2026-10-23,2026-10-23
Antoniouribe@viajes.cl,537511,33205,móstoles,TARRASA,75,1001,31000,All Nippon Airways (ANA),Viladecans,Clase económica,2026-04-06,2026-04-06
Sra.viera@viajes.cl,537512,19282,tarrasa,HUELVA,98,1384,131000,WestJet,,Clase económica,2026-04-06,2026-04-06
beraca@viajes.cl,537515,14485,Benalmádena,Cartagena,67,2901,238000,Lufthansa,Cáceres;Benalmádena,Clase ejecutiva,2025-01-17,2025-01-19
EsterordOInez@viajes.cl,537522,21276,Rubí,PONTEVEDRA,43,1373,54000,EasyJet,San Cristróbal de la Laguna,Clase económica,2026-02-08,2026-02-08
Mateopulido@viajes.cl,537563,60926,torrelavega,Leganés,30,1474,183000,Ethiopian Airlines,San Sebastían de los Reyes;San Cristróbal de la Laguna,Clase económica,2025-03-02,2025-03-03
arvire@viajes.cl,537575,69994,Alcobendas,Alcalá de Guadaira,14,536,75000,Vueling,,Clase ejecutiva,2025-11-08,2025-11-08
Gonzaloregalado@viajes.cl,537578,79515,Alcalá de Guadaira,Majadahonda,59,3221,285000,Singapore Airlines,Vitoria;Toledo,Clase ejecutiva,2025-11-10,2025-11-12
cacefa@viajes.cl,537583,70096,majadahonda,Ávila,23,1580,109000,Air New Zealand,,Clase económica,2025-11-16,2025-11-17
ElisalOIpez@viajes.cl,537586,53231,Cartagena,Torrelavega,45,691,84000,KLM,,Clase económica,2026-02-01,2026-02-01
masopu@viajes.cl,537604,22,Pozuelo de Alarcón,Irún,44,1990,141000,KLM,,Clase ejecutiva,2026-07-16,2026-07-17
amalia5995@viajes.cl,537605,6865,Irún,Palencia,19,2441,221000,Ethiopian Airlines,,Primera clase,2026-07-17,2026-07-18
LorenzoconcepciOIn@viajes.cl,537609,98927,Palencia,Paterna,30,1805,183000,Copa Airlines,Mataró,Clase ejecutiva,2026-07-21,2026-07-22
salvador9062@viajes.cl,537679,20303,Parla,Santa Cruz de Tenerife,15,3912,481000,Southwest Airlines,Cerdañola del Vallés;Huelva;Coslada;Ceuta,Primera clase,2025-10-12,2025-10-14
Beatrizgallegos@viajes.cl,537683,1164,Santa Cruz de Tenerife,Granollers,70,679,74000,British Airways,,Clase económica,2025-10-17,2025-10-17
anita3087@viajes.cl,537732,80158,Pozuelo de Alarcón,Lérida,56,3873,415000,Air Canada,El Ejido;Zamora;Cartagena;Salamanca,Primera clase,2025-05-25,2025-05-27
repega@viajes.cl,537735,82829,Lérida,Móstoles,100,3479,209000,Delta Air Lines,Castellón de la Plana;Benalmádena,Clase ejecutiva,2025-05-29,2025-05-31
Gabrielavera@viajes.cl,537743,84236,Orense,Benidorm,25,1688,80000,British Airways,Dos Hermanas,Clase económica,2025-10-04,2025-10-05
sra.1143@viajes.cl,537806,96406,Huelva,Ponferrada,2,1890,149000,United Airlines,Tarrasa,Clase ejecutiva,2026-10-14,2026-10-15
Marianaelizondo@viajes.cl,537809,82794,Ponferrada,El Puerto de Santa María,82,1030,72000,Lufthansa,Mollet del Vallés,Clase económica,2026-10-17,2026-10-17
algomu@viajes.cl,537816,86883,El Puerto de Santa María,Inca,81,1110,150000,Singapore Airlines,,Clase económica,2026-10-23,2026-10-23
yorahu@viajes.cl,537842,71986,Mérida,Castellón de la Plana,29,3993,463000,Iberia,Burgos;Granada;Palencia;Ponferrada;Albacete,Primera clase,2025-01-02,2025-01-04
amalia5995@viajes.cl,537843,69425,Castellón de la Plana,Mataró,55,3478,168000,Air Canada,Madrid;Mijas,Primera clase,2025-01-04,2025-01-06
Sta.vOolez@viajes.cl,537845,30063,Mataró,Mataró,46,2040,76000,Air Canada,Molina de Segura,Clase ejecutiva,2025-01-07,2025-01-08
JesOUssolano@viajes.cl,537877,86415,la línea de la concepción,Murcia,51,1790,173000,Iberia,,Clase ejecutiva,2025-03-02,2025-03-03
alfredo8849@viajes.cl,537880,14758,Murcia,SANTA CRUZ DE TENERIFE,10,4265,331000,EasyJet,Badalona;Leganés,Primera clase,2025-03-05,2025-03-07
evtOIvi@viajes.cl,537887,22473,Zamora,Inca,88,547,164000,Vueling,,Clase económica,2025-05-01,2025-05-01
micaela6140@viajes.cl,537888,27315,Inca,Tarrasa,44,4246,253000,JetBlue,Gandía;Santa Coloma de Gramanet;Valencia,Primera clase,2025-05-01,2025-05-03
Oliviamurillo@viajes.cl,537912,6313,Ávila,Getafe,68,2752,196000,EasyJet,Sanlúcar de Barrameda;Cornellá de Llobregat,Clase ejecutiva,2026-11-12,2026-11-13
Jacoborosales@viajes.cl,537913,14593,Getafe,Valdemoro,33,4279,270000,Ethiopian Airlines,Manresa;Móstoles;Alcobendas;Baracaldo,Primera clase,2026-11-13,2026-11-15
joemcemo@viajes.cl,537915,38300,valdemoro,Ferrol,9,2114,58000,Ethiopian Airlines,,Clase económica,2026-11-16,2026-11-17
srferoza@viajes.cl,537920,74709,Valencia,Benidorm,83,572,72000,Qatar Airways,,Clase ejecutiva,2026-04-06,2026-04-06
Isabelfigueroa@viajes.cl,537921,17069,Benidorm,Zaragoza,85,2670,158000,KLM,Arrecife;Torrelavega,Clase ejecutiva,2026-04-06,2026-04-07
sr.178@viajes.cl,537934,97067,Cuenta,Puertollano,29,890,69000,Ethiopian Airlines,,Clase económica,2026-03-25,2026-03-25
Rosaliamadrid@viajes.cl,537935,51711,Puertollano,Santa Coloma de Gramanet,91,2156,101000,KLM,,Clase ejecutiva,2026-03-25,2026-03-26
mavele@viajes.cl,537936,81816,Santa Coloma de Gramanet,Murcia,66,846,105000,Alaska Airlines,Alicante,Clase económica,,0000-00-00
maorsu@viajes.cl,537976,53331,Orense,Marbella,53,243,25000,Singapore Airlines,,Clase ejecutiva,2026-10-27,2026-10-27
Yolandacedillo@viajes.cl,538005,64559,Rubí,Oviedo,69,3984,472000,Air Canada,Fuenlabrada;Talavera de la Reina,Primera clase,2026-01-17,2026-01-19
josOo5340@viajes.cl,538006,88943,Alcalá de Guadaira,TORREJóN DE ARDOZ,65,4128,347000,Copa Airlines,Ávila;Ceuta,Primera clase,2025-11-29,2025-12-01
Beatrizcollazo@viajes.cl,538010,75276,torrejón de ardoz,ALCALá DE GUADAIRA,38,3475,148000,Ryanair,Jerez de la Frontera;Paterna;Fuengirola,Clase ejecutiva,2025-12-04,2025-12-06
beatriz9644@viajes.cl,538014,5145,Alcalá de Guadaira,Reus,48,527,170000,Spirit Airlines,,Clase económica,2025-12-09,2025-12-09
OctavioresOondez@viajes.cl,538141,51621,Sanlúcar de Barrameda,Gijón,68,2089,159000,Air Canada,,Clase económica,2026-07-29,2026-07-30
AndrOosvanegas@viajes.cl,538096,21070,Cáceres,Ávila,25,3569,328000,Air New Zealand,Getafe;Mollet del Vallés;Rivas-Vaciamadrid,Clase ejecutiva,2026-03-16,2026-03-18
robava@viajes.cl,538097,3157,Ávila,Leganés,39,3768,421000,Air New Zealand,Cuenta;Arrecife;Benalmádena;Santa Lucía de Tirajana,Primera clase,2026-03-18,2026-03-20
dozabu@viajes.cl,538098,18755,Leganés,TORRELAVEGA,89,1161,74000,EasyJet,,Clase económica,2026-03-20,2026-03-20
maramo@viajes.cl,538129,96265,Vitoria,Zamora,45,1272,41000,British Airways,,Clase económica,2025-04-14,2025-04-14
Sta.puga@viajes.cl,538130,54480,Zamora,San Cristróbal de la Laguna,34,2369,198000,JetBlue,Torremolinos;Algeciras;Ciudad Real,Primera clase,2025-04-14,2025-04-15
Patriciovillanueva@viajes.cl,538137,94832,Alcalá de Henares,Sanlúcar de Barrameda,46,984,147000,Turkish Airlines,,Clase económica,2026-07-26,2026-07-26
Estebansalazar@viajes.cl,538142,74080,Gijón,Burgos,18,2262,236000,Frontier Airlines,Santander;Torrejón de Ardoz;Orihuela,Clase ejecutiva,2026-07-30,2026-07-31
repega@viajes.cl,538143,61771,Avilés,Segovia,49,3254,347000,Alaska Airlines,Cartagena;Pozuelo de Alarcón;Lorca;Elda,Primera clase,2025-11-20,0000-00-00
girota@viajes.cl,538152,11776,granada,Barcelona,64,2497,241000,Japan Airlines,Zaragoza;Ferrol,Clase ejecutiva,2026-06-18,2026-06-19
manigu@viajes.cl,538217,25982,Manresa,Logroño,80,2032,175000,Alaska Airlines,Alcalá de Henares,Clase económica,2025-04-21,2025-04-22
elpees@viajes.cl,538233,61388,Rubí,Estepona,47,1800,154000,Avianca,Manresa,Clase económica,2026-05-24,2026-05-25
MarOAacolOIn@viajes.cl,538234,23633,estepona,San Fernando,60,2821,201000,Etihad Airways,Elche;Talavera de la Reina,Clase ejecutiva,2026-05-25,2026-05-26
sra.5997@viajes.cl,538272,51905,Granollers,Zaragoza,43,2041,125000,Emirates,Mataró;Getafe,Clase económica,2025-08-10,2025-08-11
teresa7152@viajes.cl,538273,59921,Zaragoza,ORENSE,21,4219,155000,WestJet,Alcalá de Henares;León;Huelva;Santiago de Compostela,Primera clase,2025-08-11,2025-08-13
sralgrji@viajes.cl,538274,29552,Orense,Reus,78,3757,185000,Wizz Air,Baracaldo;Cerdañola del Vallés,Primera clase,2025-08-13,2025-08-15
MarOAapuente@viajes.cl,538282,15823,Alcorcón,Mijas,86,2631,116000,Vueling,Santa Cruz de Tenerife;Molina de Segura,Clase ejecutiva,2026-05-10,2026-05-11
stclsimo@viajes.cl,538286,36508,Mijas,LEGANéS,42,1925,78000,Aeroméxico,Majadahonda;Benidorm,Clase económica,2026-05-14,2026-05-15
daniela9768@viajes.cl,538292,45421,Santa Coloma de Gramanet,Valladolid,9,2196,210000,Delta Air Lines,San Fernando;Gandía;El Puerto de Santa María,Clase ejecutiva,2025-03-17,2025-03-18
Beatrizcollazo@viajes.cl,538293,52789,Valladolid,Mataró,41,2150,192000,Spirit Airlines,Móstoles,Clase económica,2025-03-18,2025-03-19
victoria119@viajes.cl,538325,9458,Burgos,Gandía,48,1350,30000,United Airlines,,Clase económica,2026-08-13,2026-08-13
Marcosmaldonado@viajes.cl,538371,49840,Granada,Cádiz,48,2096,121000,WestJet,Majadahonda,Clase ejecutiva,2025-03-15,2025-03-16
sra.6314@viajes.cl,538372,42604,cádiz,Pamplona,95,4019,301000,WestJet,Viladecans;Manresa;San Sebastían de los Reyes;Badalona;Palma de Mallorca,Primera clase,2025-03-16,2025-03-18
guesma@viajes.cl,538375,31994,alcalá de guadaira,Inca,85,3414,320000,Air Canada,Móstoles;El Ejido,Clase ejecutiva,2026-11-02,2026-11-04
adriana2375@viajes.cl,538376,26616,Inca,Benidorm,60,2015,79000,Southwest Airlines,Toledo;Tarrasa,Clase económica,2026-11-04,2026-11-05
raquel8972@viajes.cl,538434,96814,Ponferrada,,66,2977,110000,,Benidorm;Baracaldo;Tarragona;Granollers,,2025-01-22,2025-01-24
gregorio8563@viajes.cl,538440,15145,viladecans,Barcelona,52,926,150000,Ethiopian Airlines,Badalona,Clase económica,2025-01-29,2025-01-29
HernOenpaz@viajes.cl,538448,78491,Barcelona,TOLEDO,95,1917,137000,All Nippon Airways (ANA),Valencia,Clase económica,2025-02-05,2025-02-06
