masobres@viajes.cl,536535,86180,Lérida,Inca,43,2541,98000,Plusmar,Cama,TV;Agua;Calefacción,2026-06-22,2026-06-23
dialsa@viajes.cl,536540,17281,Tarragona,Avilés,42,2627,69000,Chevallier,Cama,TV;Wifi;Comida,2026-06-24,2026-06-25
Beatrizgallegos@viajes.cl,536541,20231,Avilés,Murcia,34,3213,88000,Alsa,Cama,Baño;TV;Comida,2026-06-25,2026-06-27
JuanasOeenz@viajes.cl,536542,81467,Murcia,Torrejón de Ardoz,34,3209,99000,ETN Turistar,Cama,Aire acondicionado;TV;Asientos reclinables,2026-06-27,2026-06-29
soreol@viajes.cl,536543,73086,gandía,Madrid,35,1934,68000,EME Bus,Cama,Baño;Asientos reclinables;Agua,2026-08-20,2026-08-21
stfealnOe@viajes.cl,536544,16440,fuenlabrada,Vigo,40,3683,92000,Plusmar,Cama,Calefacción;Asientos reclinables;Aire acondicionado,2026-09-17,2026-09-19
crsopa@viajes.cl,536545,59583,Vigo,Palencia,43,3245,77000,Chevallier,Cama,TV;Calefacción;Baño,2026-09-19,2026-09-21
Micaelamedrano@viajes.cl,536571,24766,Badalona,Orense,50,3151,166000,ETN Turistar,Cama,Agua;Comida;Baño,2025-11-01,2025-11-03
Sta.quesada@viajes.cl,536578,98625,Orense,Logroño,39,3001,199000,Socibus,Cama,Aire acondicionado;Wifi;TV,2025-11-09,2025-11-11
natalia5857@viajes.cl,536581,32832,Málaga,Arrecife,31,441,46000,Condor Bus,Semi-cama,Baño;Aire acondicionado;Wifi,2025-06-17,2025-06-17
Patriciovillanueva@viajes.cl,536588,65039,Reus,Hospitalet de LLobregat,42,995,57000,Condor Bus,Cama,Agua;Aire acondicionado;Calefacción,2026-11-28,2026-11-28
Caridadfajardo@viajes.cl,536589,53203,Hospitalet de LLobregat,Valladolid,50,2076,169000,Pullman Bus,Cama,Aire acondicionado;Agua;TV,2026-11-28,2026-11-29
Juancastellanos@viajes.cl,536591,47342,Valladolid,Ponferrada,35,1203,87000,Monbus,Cama,TV;Asientos reclinables;Baño,2026-11-30,2026-11-30
soprba@viajes.cl,536620,41472,Jerez de la Frontera,Manresa,30,3092,187000,Turbus,Cama,Wifi;Agua;Baño,2025-03-28,2025-03-30
Sra.espinal@viajes.cl,536621,24212,Sabadell,Orihuela,44,1050,119000,EME Bus,Cama,TV;Asientos reclinables;Calefacción,2026-07-04,2026-07-04
Oensaol@viajes.cl,536644,15250,El Puerto de Santa María,Móstoles,50,3269,91000,ADO,Cama,Aire acondicionado;TV;Calefacción,2026-05-12,2026-05-14
santiago8558@viajes.cl,536657,34566,Granada,Talavera de la Reina,31,914,182000,JetSur,Cama,Calefacción;Aire acondicionado;Baño,2025-02-24,2025-02-24
Gonzaloregalado@viajes.cl,536665,76833,Talavera de la Reina,Tarragona,32,2808,179000,Buses Nilahue,Cama,Baño;Calefacción;Asientos reclinables,2025-03-03,2025-03-04
Adrianazaragoza@viajes.cl,536673,23224,Tarragona,Cuenta,42,1497,176000,Omnibus de México,Cama,Calefacción;Comida;Asientos reclinables,2025-03-11,2025-03-12
Alfonsotrujillo@viajes.cl,536687,92418,Motril,Gecho,39,3508,114000,Primera Plus,Cama,Agua;Comida;Aire acondicionado,2026-01-14,2026-01-16
cosOego@viajes.cl,536688,31154,Gecho,Granada,50,695,121000,Via Bariloche,Cama,Aire acondicionado;Baño;TV,2026-01-16,2026-01-16
TimoteojimOAnez@viajes.cl,536693,68195,Granada,Zaragoza,49,2884,120000,Damas,Cama,Comida;Calefacción;Agua,2026-01-20,2026-01-22
dialsa@viajes.cl,536713,3533,Orihuela,Arrecife,49,487,150000,ETN Turistar,Semi-cama,Comida;Wifi;Asientos reclinables,2026-05-12,2026-05-12
anluvasa@viajes.cl,536721,54459,Arrecife,Sevilla,41,4120,106000,JetSur,Cama,Agua;Asientos reclinables;Comida,2026-05-19,2026-05-21
Luzmata@viajes.cl,536751,49435,Sagunto,Marbella,50,1928,58000,Buses Nilahue,Cama,Agua;Baño;Comida,2026-01-02,2026-01-03
AntoniaholguOAn@viajes.cl,536783,24202,Cuenta,Cuenta,44,1679,99000,EME Bus,Cama,Baño;Calefacción;Asientos reclinables,2025-11-26,2025-11-27
beybvi@viajes.cl,536784,10344,Cuenta,Granada,31,1030,151000,Pullman Bus,Cama,Aire acondicionado;Calefacción;Asientos reclinables,2025-11-27,2025-11-27
sonia2196@viajes.cl,536832,60952,Bilbao,SAGUNTO,46,625,149000,Chevallier,Cama,Aire acondicionado;Comida;TV,2026-04-27,2026-04-27
Pedropelayo@viajes.cl,536834,87879,Sagunto,La Coruña,49,3875,127000,Avanza,Cama,Comida;Baño;Aire acondicionado,2026-04-28,2026-04-30
hodeag@viajes.cl,536851,65143,Granollers,Las Palmas de Gran Canaria,45,417,52000,El Rápido Internacional,Semi-cama,Asientos reclinables;Baño;Wifi,2025-07-15,2025-07-15
Alfredojurado@viajes.cl,536857,38056,Las Palmas de Gran Canaria,Roquetas de Mar,44,4171,137000,Buses Nilahue,Cama,TV;Baño;Wifi,2025-07-20,2025-07-22
elolti@viajes.cl,536868,84550,Málaga,Santa Cruz de Tenerife,34,1435,170000,Alsa,Cama,Calefacción;Aire acondicionado;Asientos reclinables,2025-08-27,2025-08-27
vicente3701@viajes.cl,536869,76916,Santa Cruz de Tenerife,Pontevedra,37,1479,190000,Socibus,Cama,Comida;TV;Calefacción,2025-08-27,2025-08-28
sr.4832@viajes.cl,536874,22144,Calahorra,Lorca,31,498,81000,ETN Turistar,Cama,TV;Baño;Aire acondicionado,2025-02-01,2025-02-01
Sr.abeyta@viajes.cl,536878,43446,Albacete,Hospitalet de LLobregat,31,1893,123000,Omnibus de México,Cama,Wifi;TV;Asientos reclinables,2026-08-06,2026-08-07
rocio5151@viajes.cl,536879,88346,hospitalet de llobregat,Benidorm,49,3294,50000,JetSur,Cama,Wifi;Baño;Calefacción,2026-08-07,2026-08-09
jolucoal@viajes.cl,536880,58790,San Sebastián,El Puerto de Santa María,36,4318,95000,Plusmar,Cama,Asientos reclinables;Wifi;Comida,2025-08-15,2025-08-17
joluarsa@viajes.cl,536881,90611,El Puerto de Santa María,Sanlúcar de Barrameda,32,2375,88000,Alsa,Cama,Comida;Baño;Calefacción,2025-08-17,2025-08-18
marona@viajes.cl,536883,42024,Ciudad Real,Valladolid,47,2644,-1,Socibus,Cama,,2026-07-23,2026-07-24
jusata@viajes.cl,536897,19813,Alcorcón,Orense,31,144,14000,Crucero del Norte,Normal,TV;Baño;Asientos reclinables,2026-01-04,2026-01-04
alberto7497@viajes.cl,536905,64206,orense,Málaga,40,1535,91000,Buses Nilahue,Cama,Wifi;Comida;Baño,2026-01-11,2026-01-12
ramOIn6494@viajes.cl,536913,89956,Málaga,Oviedo,41,383,40000,Estrella Roja,Semi-cama,Aire acondicionado;Agua;Comida,2026-01-19,2026-01-19
sofubo@viajes.cl,536987,63791,Rubí,Santa Lucía de Tirajana,38,3688,50000,Megabus,Cama,TV;Calefacción;Asientos reclinables,2026-01-26,2026-01-28
isabel4543@viajes.cl,537001,54068,rubí,GRANOLLERS,41,239,46000,Andesmar,Normal,Calefacción;Baño;Aire acondicionado,2026-04-19,2026-04-19
Sra.montero@viajes.cl,537004,69905,Granollers,Guadalajara,40,1590,107000,El Rápido Internacional,Cama,Calefacción;Aire acondicionado;Comida,2026-04-21,2026-04-22
clara1840@viajes.cl,537028,54557,Málaga,Ávila,31,913,81000,Primera Plus,Cama,Agua;Aire acondicionado;Comida,2026-03-09,2026-03-09
Sta.ponce@viajes.cl,537044,91808,Irún,Sagunto,34,966,148000,Greyhound,Cama,TV;Asientos reclinables;Wifi,2026-05-17,2026-05-17
Sra.chOevez@viajes.cl,-1,-1,Sagunto,,36,3473,53000,Omnibus de México,Cama,Comida;Agua;Wifi,2026-05-17,2026-05-19
srelpopa@viajes.cl,537051,43087,Majadahonda,Elche,42,2986,147000,Plusmar,Cama,Aire acondicionado;TV;Asientos reclinables,2026-05-24,2026-05-26
dourca@viajes.cl,537054,80247,Zaragoza,Albacete,46,4063,183000,Greyhound,Cama,Asientos reclinables;Agua;Calefacción,2025-05-06,2025-05-08
Sra.gutiOorrez@viajes.cl,537061,56194,Bilbao,San Sebastián,44,643,150000,Via Bariloche,Cama,Asientos reclinables;TV;Calefacción,2026-02-15,2026-02-15
alicia9800@viajes.cl,537066,42163,San Sebastián,Cerdañola del Vallés,39,3915,80000,Alsa,Cama,Agua;Calefacción;Baño,2026-02-19,2026-02-21
sara8283@viajes.cl,537083,85445,Alcobendas,Torremolinos,42,2726,128000,Via Bariloche,Cama,Agua;Calefacción;Asientos reclinables,2026-02-28,2026-03-01
geesga@viajes.cl,537084,71811,Torremolinos,Valencia,48,2979,112000,JetSur,Cama,Comida;Wifi;TV,2026-03-01,2026-03-03
sra.4397@viajes.cl,537085,24663,Valencia,Collado Villalba,37,3515,171000,Monbus,Cama,Comida;Asientos reclinables;Calefacción,2026-03-03,2026-03-05
Anamireles@viajes.cl,537093,43296,Majadahonda,Algeciras,30,620,53000,Damas,Cama,TV;Agua;Baño,2025-02-10,2025-02-10
srjeamga@viajes.cl,537098,73474,Algeciras,Parla,37,1022,61000,Pullman Bus,Cama,Aire acondicionado;Asientos reclinables;Agua,2025-02-14,2025-02-14
AnitagarcOAa@viajes.cl,537101,70427,Sabadell,SANTA CRUZ DE TENERIFE,41,3363,51000,Buses Ahumada,Cama,Aire acondicionado;Comida;Calefacción,2025-10-02,2025-10-04
Saraozuna@viajes.cl,537103,80521,Santa Cruz de Tenerife,Cornellá de Llobregat,40,901,134000,Flecha Bus,Cama,Calefacción;Wifi;TV,2025-10-05,2025-10-05
maeuprse@viajes.cl,537109,85100,Cornellá de Llobregat,Cuenta,38,2003,183000,Socibus,Cama,Calefacción;Aire acondicionado;Agua,2025-10-10,2025-10-11
roberto7144@viajes.cl,537130,39300,Hospitalet de LLobregat,Barcelona,38,2703,190000,Buses Nilahue,Cama,Aire acondicionado;Wifi;Asientos reclinables,2025-09-02,2025-09-03
Sr.alonzo@viajes.cl,537131,15111,Mijas,Ferrol,38,3027,170000,EME Bus,Cama,Asientos reclinables;Comida;Calefacción,2026-09-13,2026-09-15
Ramonaalva@viajes.cl,537145,62494,Torrelavega,Las Palmas de Gran Canaria,43,2059,135000,ETN Turistar,Cama,Wifi;Aire acondicionado;Agua,2026-07-16,2026-07-17
sra.7316@viajes.cl,537147,89137,Las Palmas de Gran Canaria,Inca,38,3950,149000,Buses Romani,Cama,Agua;Asientos reclinables;Aire acondicionado,2026-07-18,2026-07-20
Antonianegrete@viajes.cl,537154,55275,inca,León,41,1632,185000,FlixBus,Cama,Comida;Agua;Aire acondicionado,2026-07-26,2026-07-27
gotrja@viajes.cl,537158,78024,Gerona,Ferrol,33,2436,76000,BoltBus,Cama,Baño;Agua;Calefacción,2025-03-26,2025-03-27
MarOAahenrOAquez@viajes.cl,537159,38354,Ferrol,Gijón,38,3152,89000,Futura,Cama,Asientos reclinables;Agua;Baño,2025-03-27,2025-03-29
lujOete@viajes.cl,537210,87107,,Gecho,50,2153,167000,Megabus,Cama,Agua;TV;Wifi,2025-04-24,2025-04-25
cOocoro@viajes.cl,537220,77502,Palma de Mallorca,Santa Cruz de Tenerife,42,839,72000,EME Bus,Cama,Wifi;Comida;Calefacción,2025-09-24,2025-09-24
anfrte@viajes.cl,537221,97506,Madrid,Manresa,49,2591,100000,FlixBus,Cama,Wifi;Calefacción;Agua,2026-02-01,2026-02-02
OIscar7270@viajes.cl,537229,23930,Manresa,Torremolinos,49,2333,51000,ADO,Cama,Agua;TV;Aire acondicionado,2026-02-09,2026-02-10
RamOInsepOUlveda@viajes.cl,537242,81704,Palma de Mallorca,Lérida,42,3802,163000,Damas,Cama,Agua;Asientos reclinables;Comida,2025-09-01,2025-09-03
guabsa@viajes.cl,537248,65272,Lérida,Lérida,35,1471,74000,Primera Plus,Cama,TV;Wifi;Asientos reclinables,2025-09-08,2025-09-09
sta.9484@viajes.cl,537251,5590,lérida,Cerdañola del Vallés,33,3659,147000,Futura,Cama,Baño;Aire acondicionado;Wifi,2025-09-11,2025-09-13
Sra.rocha@viajes.cl,537273,38818,Irún,Palma de Mallorca,47,3870,111000,BoltBus,Cama,TV;Baño;Wifi,2026-06-10,2026-06-12
sra.1484@viajes.cl,537282,17240,Santa Lucía de Tirajana,Puertollano,44,1314,134000,ADO,Cama,Baño;TV;Asientos reclinables,2025-12-10,2025-12-10
luis2060@viajes.cl,537283,75784,Puertollano,San Sebastián,48,3945,131000,Alsa,Cama,Agua;TV;Wifi,2025-12-10,2025-12-12
AndrOoszaragoza@viajes.cl,537291,25691,Calahorra,San Fernando,33,3288,50000,FlixBus,Cama,Comida;Wifi;Calefacción,2025-03-31,2025-04-02
Maricarmencenteno@viajes.cl,537293,19614,San Fernando,Sagunto,31,867,87000,JetSur,Cama,Comida;TV;Asientos reclinables,2025-04-03,2025-04-03
Anamireles@viajes.cl,537294,88443,Sagunto,Santa Cruz de Tenerife,31,1055,166000,Flecha Bus,Cama,Baño;Agua;Aire acondicionado,2025-04-03,2025-04-03
srglqujOe@viajes.cl,537327,99226,Mérida,Rivas Vaciamadrid,48,1886,177000,JetSur,Cama,TV;Baño;Asientos reclinables,2025-06-21,2025-06-22
Raquellira@viajes.cl,537328,69158,Rivas Vaciamadrid,Benidorm,50,3260,152000,Socibus,Cama,TV;Agua;Calefacción,2025-06-22,2025-06-24
SanchotOollez@viajes.cl,537329,55307,Motril,Santiago de Compostela,41,4315,176000,Damas,Cama,Aire acondicionado;Baño;Asientos reclinables,2026-04-23,2026-04-25
saolma@viajes.cl,537348,9982,Torrevieja,Linares,32,2797,74000,ETN Turistar,Cama,Agua;TV;Calefacción,2026-05-28,2026-05-29
Luissisneros@viajes.cl,537349,35635,Linares,Guadalajara,50,2092,115000,Megabus,Cama,Aire acondicionado;Calefacción;Wifi,2026-05-29,2026-05-30
samave@viajes.cl,537364,54039,El Ejido,Huelva,31,3085,197000,Flecha Bus,Cama,Asientos reclinables;Agua;Calefacción,2026-02-16,2026-02-18
jomapuyOe@viajes.cl,537370,61639,valencia,Marbella,39,2788,78000,ADO,Cama,Baño;Wifi;Asientos reclinables,2025-02-06,2025-02-07
carmen2339@viajes.cl,537371,24110,Majadahonda,Gecho,38,726,55000,Pullman Bus,Cama,Comida;Wifi;Baño,2026-02-23,2026-02-23
maguva@viajes.cl,537372,89363,Gecho,Puertollano,33,3040,79000,Primera Plus,Cama,Agua;Asientos reclinables;Comida,2026-02-23,2026-02-25
elsaso@viajes.cl,537373,30845,Oviedo,Tarragona,40,3976,157000,Socibus,Cama,Baño;Asientos reclinables;Aire acondicionado,2025-03-09,2025-03-11
yorahu@viajes.cl,537374,36189,Tarragona,Málaga,40,1984,57000,Monbus,Cama,Calefacción;Aire acondicionado;TV,2025-03-11,2025-03-12
rebeca740@viajes.cl,537413,23485,Santa Cruz de Tenerife,Madrid,43,517,87000,Plusmar,Semi-cama,Comida;TV;Aire acondicionado,2026-10-03,2026-10-03
srroceja@viajes.cl,537414,8379,madrid,SAGUNTO,38,2219,171000,Buses Ahumada,Cama,Calefacción;Comida;Asientos reclinables,2026-10-03,2026-10-04
alberto3237@viajes.cl,537417,9385,Cáceres,Málaga,30,3120,94000,Estrella Roja,Cama,Wifi;Calefacción;TV,2025-12-06,2025-12-08
sremrimo@viajes.cl,537427,87276,Cuenta,Las Palmas de Gran Canaria,31,3003,123000,Pullman Bus,Cama,Aire acondicionado;Comida;Agua,2026-08-20,2026-08-22
micaela8113@viajes.cl,537428,15221,Las Palmas de Gran Canaria,Rivas Vaciamadrid,30,1726,90000,Primera Plus,Cama,Wifi;Asientos reclinables;Agua,2026-08-22,2026-08-23
Carloscortez@viajes.cl,537436,55485,Telde,Badalona,50,2377,88000,Plusmar,Cama,Asientos reclinables;Aire acondicionado;Calefacción,2026-03-22,2026-03-23
LorenzoconcepciOIn@viajes.cl,537440,65035,Badalona,Elda,47,4280,115000,Estrella Roja,Cama,Comida;Agua;Baño,2026-03-26,2026-03-28
teodoro2239@viajes.cl,537443,48348,Vitoria,Oviedo,31,1838,132000,Buses Romani,Cama,Asientos reclinables;Agua;Comida,2025-05-19,2025-05-20
Sta.lugo@viajes.cl,537454,14949,cáceres,Molina de Segura,43,1872,63000,Pullman Bus,Cama,Asientos reclinables;Wifi;Baño,2025-07-01,2025-07-02
srjeamga@viajes.cl,537456,24777,Molina de Segura,Ferrol,41,1387,151000,Pullman Bus,Cama,Wifi;Agua;Asientos reclinables,2025-07-03,2025-07-03
juOevle@viajes.cl,537457,85879,Torrelavega,Albacete,48,3998,188000,Plusmar,Cama,Calefacción;Asientos reclinables;Comida,2025-05-11,2025-05-13
sr.7950@viajes.cl,537458,36784,Albacete,Alcoy,,2634,-1,Via Bariloche,Cama,Wifi;Comida;Baño,2025-05-13,2025-05-14
sra.8658@viajes.cl,537476,83947,córdoba,Segovia,49,797,176000,Monbus,Cama,Aire acondicionado;Wifi;Asientos reclinables,2026-01-09,2026-01-09
Adrianazaragoza@viajes.cl,537495,90456,Toledo,Madrid,32,255,76000,Buses Bio Bio,Semi-cama,Baño;TV;Wifi,2026-05-26,2026-05-26
ClementecalderOIn@viajes.cl,537497,4780,Madrid,Sanlúcar de Barrameda,37,2272,194000,Primera Plus,Cama,Wifi;Aire acondicionado;TV,2026-05-27,2026-05-28
girota@viajes.cl,537501,41056,Sanlúcar de Barrameda,Mollet del Vallés,38,3769,145000,Condor Bus,Cama,Asientos reclinables;Calefacción;Comida,2026-05-31,2026-06-02
sr.8587@viajes.cl,537520,37039,San Fernando,Alcobendas,48,2359,105000,Pullman Bus,Cama,Agua;Comida;Baño,2025-01-28,2025-01-29
pilar4208@viajes.cl,537521,38251,Alcobendas,BADALONA,33,,70000,Pullman Bus,Cama,Baño;TV;Wifi,2025-01-29,2025-01-31
srOIssave@viajes.cl,537587,78048,Mérida,Coslada,41,3286,94000,Buses Bio Bio,Cama,Wifi;Comida;TV,2025-04-17,2025-04-19
sra.1194@viajes.cl,537588,76787,Coslada,Cartagena,47,2410,55000,Flecha Bus,Cama,Wifi;Asientos reclinables;Baño,2025-04-19,2025-04-20
giralo@viajes.cl,537592,88778,Jaén,Salamanca,33,2800,77000,,Cama,Wifi;Calefacción;Aire acondicionado,,2026-01-23
Anaarreola@viajes.cl,537602,16798,Guadalajara,Collado Villalba,48,4190,169000,Buses Nilahue,Cama,Asientos reclinables;Comida;Agua,2025-01-20,2025-01-22
Estelatafoya@viajes.cl,537603,63079,Collado Villalba,Arrecife,36,2021,162000,Buses Romani,Cama,Baño;Agua;Comida,2025-01-22,2025-01-23
damote@viajes.cl,537627,91181,Marbella,Alicante,44,1725,139000,Flecha Bus,Cama,Aire acondicionado;Comida;TV,2026-06-04,2026-06-05
JosOoalmanza@viajes.cl,537630,11691,Alicante,Córdoba,31,3577,184000,Buses Nilahue,Cama,Agua;Wifi;Comida,2026-06-07,2026-06-09
cOosar7548@viajes.cl,537650,8056,Orihuela,Lorca,49,3622,187000,Chevallier,Cama,Agua;Wifi;Calefacción,2026-05-06,2026-05-08
gurotr@viajes.cl,-1,-1,lorca,,46,179,17000,Buses Bio Bio,Normal,Asientos reclinables;Baño;TV,2026-05-14,2026-05-14
esteban919@viajes.cl,537662,22616,leganés,La Línea de la Concepción,41,1563,-1,FlixBus,Cama,Aire acondicionado;Asientos reclinables;Baño,2026-11-13,2026-11-14
admata@viajes.cl,537663,44717,La Línea de la Concepción,TORREJóN DE ARDOZ,50,1644,168000,Omnibus de México,Cama,TV;Wifi;Agua,2026-11-14,2026-11-15
jocoes@viajes.cl,537668,59029,Arrecife,Mataró,43,2568,123000,ADO,Cama,Aire acondicionado;Agua;TV,2026-11-13,2026-11-14
Oenvabe@viajes.cl,537678,37192,Alcalá de Guadaira,Paterna,31,1754,177000,EME Bus,Cama,Wifi;TV;Comida,2026-07-18,2026-07-19
Sta.cruz@viajes.cl,537686,89840,Granada,San Sebastían de los Reyes,40,1569,167000,Futura,Cama,Baño;TV;Agua,2025-10-20,2025-10-21
joemleol@viajes.cl,537687,31812,San Sebastían de los Reyes,Lorca,46,541,112000,Greyhound,Semi-cama,Agua;Asientos reclinables;Wifi,2025-10-21,2025-10-21
Sta.nevOerez@viajes.cl,537693,29498,Gerona,Guadalajara,38,142,37000,ETN Turistar,Normal,Comida;TV;Wifi,2026-09-01,2026-09-01
mateo8064@viajes.cl,537700,27244,Guadalajara,Manresa,37,626,162000,FlixBus,Cama,Comida;Calefacción;Asientos reclinables,2026-09-07,2026-09-07
maelprcr@viajes.cl,537703,87699,Manresa,Rivas Vaciamadrid,40,3593,127000,Crucero del Norte,Cama,Agua;Baño;Asientos reclinables,2026-09-09,2026-09-11
Gloriafonseca@viajes.cl,537713,33043,Santa Lucía de Tirajana,Sanlúcar de Barrameda,42,1643,75000,Pullman Bus,Cama,Comida;Asientos reclinables;TV,2025-09-13,2025-09-14
