Lourdesguerra@viajes.cl,536474,49096,Marbella,Lorca,51,2511,115000,CP (Portugal),TV;Aire acondicionado;Baño;Asientos reclinables;Agua,Linares;Gijón,2025-06-28,2025-06-29
Maricarmencenteno@viajes.cl,536477,29980,Cornellá de Llobregat,Benalmádena,44,790,118000,Renfe,Agua;Baño;Aire acondicionado,Sanlúcar de Barrameda;Orihuela,2025-07-02,2025-07-02
Sta.negrete@viajes.cl,536478,95082,Ceuta,La Línea de la Concepción,60,302,15000,ZFBH (Bosnia y Herzegovina),,Irún;Bilbao;Murcia;Avilés,2025-03-10,2025-03-10
agpava@viajes.cl,536501,25409,Pamplona,Oviedo,94,3920,333000,VR (Finlandia),TV;Agua;Asientos reclinables;Baño;Comida;Wifi;Aire acondicionado,Molina de Segura,2026-08-18,2026-08-20
Franciscoalejandro@viajes.cl,536521,85844,Avilés,Palencia,29,3838,181000,Amtrak,TV;Calefacción;Agua;Asientos reclinables;Wifi;Comida;Baño,Algeciras,2026-05-26,2026-05-28
cOosar2050@viajes.cl,536525,8272,Palencia,GUADALAJARA,1,1419,66000,VRZ (Croacia),Comida;Calefacción;Wifi,Lorca;Reus,2026-05-31,2026-05-31
isabel4543@viajes.cl,536526,77848,coslada,Elda,69,2588,270000,Amtrak,,Manresa;Alcalá de Henares,2026-09-28,2026-09-29
Guadalupemontenegro@viajes.cl,536527,34742,Móstoles,Calahorra,15,1070,98000,Italo,Agua;Asientos reclinables;Baño,Valencia;León;Mijas;Rubí,2026-04-08,2026-04-08
sta.8042@viajes.cl,536529,59747,Sabadell,Alcalá de Henares,72,2886,373000,RZD (Rusia),Agua;TV;Asientos reclinables;Comida;Calefacción;Aire acondicionado,Mollet del Vallés,2025-11-24,2025-11-26
Patriciovillanueva@viajes.cl,536546,47702,La Coruña,Collado Villalba,89,391,131000,NS International,,Santiago de Compostela;León,2025-09-12,2025-09-12
benjamOAn5601@viajes.cl,536547,79379,Collado Villalba,Lérida,26,2688,174000,Trenitalia,TV;Calefacción;Comida;Baño;Aire acondicionado,Segovia;Toledo;Molina de Segura;Tarragona,2025-09-12,2025-09-13
gralro@viajes.cl,536555,72640,Sagunto,Segovia,62,3905,471000,DSB (Dinamarca),Baño;Agua;Calefacción;Aire acondicionado;Comida;Wifi;Asientos reclinables,Parla;Ceuta;Rubí,2025-05-14,2025-05-16
lourdes4557@viajes.cl,536556,57497,Segovia,Salamanca,43,1827,140000,SNCB (Bélgica),Agua;Asientos reclinables;TV;Aire acondicionado,Rubí;Palma de Mallorca;La Coruña,2025-05-16,2025-05-17
TimoteoguzmOen@viajes.cl,536582,63527,Manresa,Granada,8,1624,60000,Deutsche Bahn (DB),Wifi;TV;Agua;Aire acondicionado,San Sebastián;Viladecans,2025-06-25,2025-06-26
FlorenciajOequez@viajes.cl,536583,31408,Granada,Castellón de la Plana,73,3846,212000,Eurostar,TV;Asientos reclinables;Calefacción;Aire acondicionado;Wifi;Comida;Agua,Telde;Tarrasa,2025-06-26,2025-06-28
JorgeterOen@viajes.cl,536587,95142,castellón de la plana,Madrid,13,1562,157000,ŽSSK (Eslovaquia),Calefacción;Agua;Baño;Comida,Alicante;Málaga;Orense;Tarrasa;León,2025-07-01,2025-07-02
Ceciliaanguiano@viajes.cl,536595,24952,rubí,Coslada,1,2665,111000,AVE,Wifi;TV;Agua;Calefacción;Aire acondicionado,La Coruña,2026-04-22,2026-04-23
roberto7144@viajes.cl,536596,15794,Coslada,GERONA,25,798,35000,NS International,Aire acondicionado;Wifi;TV,Salamanca;Ceuta,2026-04-23,2026-04-23
miguel7612@viajes.cl,536597,19589,Hospitalet de LLobregat,Palma de Mallorca,38,1085,117000,SBB (Suiza),Calefacción;TV;Agua,Cuenta;Gijón;Mérida;Badajoz;Arrecife,2026-11-26,2026-11-26
sta.6904@viajes.cl,536598,11734,palma de mallorca,Leganés,29,1387,100000,NSB (Noruega),Comida;Baño;TV,San Fernando,2026-11-26,2026-11-26
sr.4355@viajes.cl,536606,65362,Mijas,Jerez de la Frontera,15,4139,159000,Amtrak,Wifi;Comida;Asientos reclinables;Aire acondicionado;Calefacción;TV;Baño,Valencia;Cádiz;Segovia;Gandía;Ceuta,2026-09-16,2026-09-18
rebeca1699@viajes.cl,536611,67737,Jerez de la Frontera,Sagunto,56,932,72000,SNCB (Bélgica),Agua;Calefacción;Aire acondicionado,Algeciras,2026-09-22,2026-09-22
Luisalicea@viajes.cl,536615,19743,Móstoles,Logroño,9,,95000,SJ (Suecia),Baño;Calefacción;Comida;Asientos reclinables;Agua,Santa Lucía de Tirajana;Getafe;Santander;Collado Villalba,,0000-00-00
Sra.archuleta@viajes.cl,536616,88324,Logroño,Sagunto,58,863,70000,Italo,TV;Baño;Wifi,Zamora,2025-05-23,2025-05-23
maorsu@viajes.cl,536624,98154,Santiago de Compostela,Vitoria,41,3924,477000,AVE,TV;Baño;Wifi;Aire acondicionado;Agua;Comida;Asientos reclinables,Tarrasa,2025-03-31,2025-04-02
claudio1975@viajes.cl,536627,51430,Vitoria,Mataró,6,211,112000,NS International,,Hospitalet de LLobregat;San Cristróbal de la Laguna,2025-04-04,2025-04-04
esteban4110@viajes.cl,536628,33267,Talavera de la Reina,Segovia,93,2270,177000,ŽFBH (Bosnia y Herzegovina),Calefacción;TV;Comida;Aire acondicionado;Agua,Inca,2025-11-12,2025-11-13
Evamontes@viajes.cl,536636,41096,Huelva,Toledo,70,1079,36000,Renfe,Baño;Wifi;Comida,Logroño;Pozuelo de Alarcón;Vitoria;Jerez de la Frontera,2026-01-01,2026-01-01
Mateopulido@viajes.cl,536637,77010,Orihuela,Ávila,66,4038,371000,Eurostar,Aire acondicionado;Wifi;Baño;Agua;Comida;TV;Asientos reclinables,Zaragoza,2026-08-22,2026-08-24
blpaga@viajes.cl,536638,75170,Ávila,PARLA,31,2230,265000,AVE,TV;Calefacción;Aire acondicionado;Wifi;Agua,Santa Lucía de Tirajana;Baracaldo;Telde;San Fernando,2026-08-24,2026-08-25
alejandra851@viajes.cl,536640,25407,Cádiz,Talavera de la Reina,32,2155,184000,VR (Finlandia),Calefacción;Baño;Asientos reclinables;Aire acondicionado,Alcobendas;Pamplona,2026-05-03,2026-05-04
bevava@viajes.cl,536645,55433,Puertollano,Gandía,84,2698,120000,MÁV (Hungría),Asientos reclinables;Comida;TV;Agua;Aire acondicionado,Fuengirola,2025-10-23,2025-10-24
Sta.valles@viajes.cl,536653,13742,Gandía,CIUDAD REAL,28,1534,140000,Amtrak,Aire acondicionado;TV;Asientos reclinables;Agua,Puertollano;Alicante;San Sebastián,2025-10-31,2025-11-01
srjurobOe@viajes.cl,536682,55598,San Sebastián,Leganés,53,1517,129000,SBB (Suiza),Asientos reclinables;Aire acondicionado;Calefacción;Wifi,Lugo,2025-09-26,2025-09-27
raquel8972@viajes.cl,536683,51428,Leganés,PAMPLONA,32,795,96000,MÁV (Hungría),Baño;Comida;Asientos reclinables,Motril;Algeciras,2025-09-27,2025-09-27
andrea9809@viajes.cl,536686,63442,Pamplona,Guadalajara,32,1976,174000,AVE,TV;Agua;Aire acondicionado;Asientos reclinables,Lugo;Mollet del Vallés,2025-09-29,2025-09-30
Mariluaguirre@viajes.cl,536706,61966,pamplona,San Fernando,95,2691,252000,PKP (Polonia),Agua;TV;Comida;Asientos reclinables;Aire acondicionado,Sabadell;Pontevedra;Zamora;Dos Hermanas,2025-02-08,2025-02-09
Claudioescamilla@viajes.cl,536707,25801,san fernando,Rubí,12,1077,43000,TGV (SNCF),TV;Asientos reclinables;Wifi,Las Palmas de Gran Canaria,2025-02-09,2025-02-09
clara3426@viajes.cl,536708,89683,Rubí,Gecho,87,3050,114000,Thalys,Wifi;Baño;Asientos reclinables;Calefacción;Agua;Comida,Mijas;Las Palmas de Gran Canaria,2025-02-09,2025-02-11
sofia9256@viajes.cl,536726,45744,Mérida,Torrejón de Ardoz,15,1721,61000,RZD (Rusia),Agua;Calefacción;Aire acondicionado;Comida,Santiago de Compostela;Vigo;Sagunto,2026-03-31,2026-04-01
Alfredojurado@viajes.cl,536729,49929,Torrejón de Ardoz,Cuenta,5,3549,123000,DSB (Dinamarca),Agua;Calefacción;Baño;Comida;TV;Wifi,Almería;Ávila,2026-04-03,2026-04-05
patricio8282@viajes.cl,536735,151,Cuenta,,60,3267,266000,Renfe,Asientos reclinables;TV;Agua;Comida;Baño;Wifi,Las Palmas de Gran Canaria;Sevilla;Cuenta;La Línea de la Concepción,,2026-04-12
francisca3833@viajes.cl,536741,50358,Lérida,Dos Hermanas,76,1062,101000,CP (Portugal),Comida;Wifi;Asientos reclinables,Ponferrada;Madrid,2026-07-02,2026-07-02
AndrOosdelao@viajes.cl,536749,7469,Dos Hermanas,Barcelona,15,3110,213000,ZFBH (Bosnia y Herzegovina),Asientos reclinables;Agua;TV;Wifi;Baño;Aire acondicionado,Telde,2026-07-09,2026-07-11
tomOes2271@viajes.cl,536750,78498,Barcelona,Oviedo,91,2024,120000,CD (República Checa),Calefacción;Asientos reclinables;Aire acondicionado;TV,Telde;Cerdañola del Vallés;El Prat de LLobregat;Vitoria;Valladolid,2026-07-11,2026-07-12
maceab@viajes.cl,536752,81600,Gijón,Alcalá de Guadaira,45,1851,81000,NS International,TV;Asientos reclinables;Comida;Baño,Linares;Cerdañola del Vallés;Castellón de la Plana;Mollet del Vallés;Cuenta,2025-09-28,2025-09-29
Gustavobriseno@viajes.cl,536772,15334,rivas vaciamadrid,Leganés,62,2664,191000,NSB (Noruega),Comida;TV;Aire acondicionado;Asientos reclinables;Calefacción,Granollers;Vitoria,2025-04-26,2025-04-27
AlfonsopOorez@viajes.cl,536773,73796,Lérida,Puertollano,30,1082,42000,ZSSK (Eslovaquia),Asientos reclinables;Comida;Calefacción,Benidorm,2025-02-17,2025-02-17
cralir@viajes.cl,536775,71092,Puertollano,Rivas Vaciamadrid,90,2924,267000,VRZ (Croacia),Comida;Aire acondicionado;Calefacción;Agua;TV;Wifi,Murcia,2025-02-18,2025-02-20
lilia5199@viajes.cl,536776,99730,Rivas Vaciamadrid,Jerez de la Frontera,93,3289,238000,TGV (SNCF),Baño;Wifi;Comida;TV;Agua;Asientos reclinables,Alcalá de Guadaira;Alcobendas,2025-02-20,2025-02-22
Ceciliamascarenas@viajes.cl,536806,68902,Badajoz,Parla,85,3961,455000,ZSSK (Eslovaquia),Aire acondicionado;Baño;Wifi;Calefacción;Agua;Asientos reclinables;TV,Torrejón de Ardoz,2025-06-28,2025-06-30
Felipemadrid@viajes.cl,536825,3991,,CARTAGENA,30,2593,218000,TGV (SNCF),,Oviedo;Alcalá de Guadaira;Almería;Móstoles;Dos Hermanas,2025-02-20,2025-02-21
alfredo6179@viajes.cl,536846,5911,Getafe,Gijón,45,1579,75000,MÁV (Hungría),Calefacción;Baño;Asientos reclinables;Comida,Pontevedra;Bilbao;Linares,2025-12-10,2025-12-11
srliurme@viajes.cl,536882,40229,La Coruña,Gecho,9,301,191000,SBB (Suiza),,Córdoba;Badajoz;Alcobendas;Bilbao;Getafe,2025-08-05,2025-08-05
Jacobocastaneda@viajes.cl,536915,34727,Bilbao,Elche,60,1473,199000,Trenitalia,Asientos reclinables;TV;Wifi;Comida,Getafe,2025-01-07,2025-01-08
elpOeba@viajes.cl,536918,66939,Elche,Valladolid,72,586,193000,RZD (Rusia),,Cornellá de Llobregat;Irún;Logroño;Alcobendas,2025-01-10,2025-01-10
sra.6767@viajes.cl,536923,34321,Valladolid,Cáceres,18,4047,482000,Deutsche Bahn (DB),Calefacción;Wifi;TV;Comida;Asientos reclinables;Aire acondicionado;Agua,Baracaldo,2025-01-14,2025-01-16
Juanatoro@viajes.cl,536931,26459,León,Badajoz,85,3621,420000,ŽFBH (Bosnia y Herzegovina),Asientos reclinables;Calefacción;Agua;Baño;Wifi;TV;Aire acondicionado,Vigo;Fuenlabrada,2025-04-12,2025-04-14
Lourdeszamora@viajes.cl,536935,80820,Badajoz,Córdoba,25,2590,287000,NSB (Noruega),Comida;Asientos reclinables;TV;Baño;Wifi,Alicante,2025-04-17,2025-04-18
dosech@viajes.cl,536936,70178,Córdoba,TORREMOLINOS,9,1917,145000,SJ (Suecia),Aire acondicionado;Calefacción;Baño;Wifi,Fuenlabrada;Hospitalet de LLobregat;Inca,2025-04-18,2025-04-19
Alfredozapata@viajes.cl,536947,49670,Murcia,Lugo,6,2173,239000,ŽFBH (Bosnia y Herzegovina),Baño;Calefacción;Wifi;TV;Comida,El Puerto de Santa María;Santa Cruz de Tenerife;Cartagena;Gandía,2026-09-29,2026-09-30
stjoartOo@viajes.cl,536952,65748,Dos Hermanas,Marbella,84,3307,157000,RZD (Rusia),Calefacción;Agua;Baño;Wifi;Aire acondicionado;TV,Cuenta,2025-07-25,2025-07-27
jocoes@viajes.cl,536953,11923,Marbella,Albacete,15,1870,90000,ŽFBH (Bosnia y Herzegovina),TV;Wifi;Agua;Aire acondicionado,Ávila;Jerez de la Frontera;Alcobendas;Zaragoza,2025-07-27,2025-07-28
Sr.badillo@viajes.cl,536968,94054,Granollers,Viladecans,39,292,190000,DSB (Dinamarca),,Huelva,2026-04-10,2026-04-10
Catalinaozuna@viajes.cl,536974,80218,Pontevedra,Granollers,31,1117,32000,CP (Portugal),Comida;TV;Aire acondicionado,Avilés;Alicante;Zaragoza,2026-02-27,2026-02-27
Rebecaolivo@viajes.cl,536975,34458,Granollers,Castellón de la Plana,16,3872,222000,Trenitalia,Asientos reclinables;Comida;Agua;TV;Baño;Wifi;Aire acondicionado,Alicante;Granada;Las Palmas de Gran Canaria;Granada,2026-02-27,2026-03-01
HernOenpaz@viajes.cl,536982,76463,Castellón de la Plana,Alcalá de Henares,47,4153,303000,ŽSSK (Eslovaquia),Agua;Calefacción;TV;Wifi;Aire acondicionado;Comida;Baño,Almería;Santiago de Compostela,2026-03-07,2026-03-09
Patriciosisneros@viajes.cl,536993,33593,Badalona,Lorca,22,757,44000,DSB (Dinamarca),Agua;Baño;Wifi,Ferrol,2025-06-02,2025-06-02
Andreanoriega@viajes.cl,536995,99604,Lorca,Vitoria,88,1951,187000,PKP (Polonia),Agua;Baño;Comida;Aire acondicionado,Burgos;Cornellá de Llobregat,2025-06-03,2025-06-04
Sra.terOen@viajes.cl,536998,7451,Pozuelo de Alarcón,Zamora,46,4031,297000,DSB (Dinamarca),Baño;Asientos reclinables;Wifi;Calefacción;TV;Aire acondicionado;Agua,Ávila;Ferrol;Orihuela;Telde;Lugo,2025-07-10,2025-07-12
stlufoca@viajes.cl,537008,77682,El Puerto de Santa María,El Ejido,53,3085,163000,BDZ (Bulgaria),Aire acondicionado;Wifi;Calefacción;Comida;Agua;Baño,Mollet del Vallés;Murcia;Toledo;Arrecife;Gerona,2026-11-21,2026-11-23
clarni@viajes.cl,537016,61749,el puerto de santa maría,Pamplona,30,2601,269000,VRZ (Croacia),Aire acondicionado;TV;Comida;Wifi;Asientos reclinables,Hospitalet de LLobregat;Alcorcón,2025-06-01,2025-06-02
Carlaanguiano@viajes.cl,537024,92647,Pamplona,Santiago de Compostela,27,2659,272000,DSB (Dinamarca),TV;Calefacción;Aire acondicionado;Agua;Baño,Mataró;Calahorra;Majadahonda;Alcalá de Henares,2025-06-09,2025-06-10
anfiqu@viajes.cl,537027,2201,Valdemoro,Santander,28,3182,386000,ŽFBH (Bosnia y Herzegovina),Agua;Aire acondicionado;Asientos reclinables;Comida;TV;Baño,Majadahonda,2026-11-12,2026-11-14
sra.2126@viajes.cl,537059,-1,Molina de Segura,Jaén,77,,66000,AVE,,Castellón de la Plana,2026-07-04,2026-07-04
jecaol@viajes.cl,537060,79493,granada,Majadahonda,3,716,36000,SJ (Suecia),,Manresa;Rivas-Vaciamadrid,2026-01-27,2026-01-27
Sra.trejo@viajes.cl,537092,670,Cádiz,Talavera de la Reina,99,4058,369000,VR (Finlandia),Calefacción;Wifi;Asientos reclinables;TV;Baño;Agua;Aire acondicionado,Getafe,2025-09-08,2025-09-10
elsa5626@viajes.cl,537116,6369,Barcelona,Albacete,32,3776,221000,ŽSSK (Eslovaquia),Calefacción;Asientos reclinables;Comida;Baño;Agua;TV;Aire acondicionado,Motril;Murcia,2026-08-08,2026-08-10
Juangarza@viajes.cl,537117,93740,Albacete,SANTANDER,20,1258,67000,VRZ (Croacia),Wifi;Asientos reclinables;TV,Ávila;Salamanca;Ferrol,2026-08-10,2026-08-10
Luzbernal@viajes.cl,537122,6834,Santander,Cornellá de Llobregat,89,1614,151000,ZFBH (Bosnia y Herzegovina),Wifi;Baño;TV;Calefacción,Avilés,2026-08-14,2026-08-15
jemapa@viajes.cl,537126,3943,Elda,Leganés,98,1821,200000,NSB (Noruega),Asientos reclinables;Calefacción;Agua;Aire acondicionado,Talavera de la Reina;El Prat de LLobregat,2025-11-01,2025-11-02
joemseri@viajes.cl,537129,88190,Leganés,Fuengirola,1,4236,215000,PKP (Polonia),Baño;Calefacción;Comida;Wifi;TV;Aire acondicionado;Agua,Roquetas de Mar;Leganés;Alcalá de Henares,2025-11-04,2025-11-06
Guillermovaladez@viajes.cl,537133,90177,La Coruña,Segovia,99,1872,186000,ZSSK (Eslovaquia),Baño;Aire acondicionado;Comida;Calefacción,San Cristróbal de la Laguna;Mataró;Tarrasa;Gandía;Ávila,2025-08-29,2025-08-30
guillermo2172@viajes.cl,537134,36925,El Puerto de Santa María,Irún,84,1273,127000,ŽFBH (Bosnia y Herzegovina),Comida;Agua;Wifi,Elda;Algeciras,2026-02-14,2026-02-14
nscartamayo@viajes.cl,537160,37065,San Cristróbal de la Laguna,Jaén,67,1497,152000,PKP (Polonia),Calefacción;TV;Comida;Wifi,Ávila;Murcia;Inca;Huelva;Ferrol,2025-08-30,2025-08-31
Claudiocuellar@viajes.cl,537163,49928,Jaén,Toledo,4,2491,183000,SBB (Suiza),Comida;TV;Wifi;Aire acondicionado;Agua,Irún;San Sebastían de los Reyes;Inca;Dos Hermanas;Vigo,2025-09-02,2025-09-03
susana1494@viajes.cl,537169,73775,Toledo,Sanlúcar de Barrameda,3,1207,94000,MÁV (Hungría),Agua;Wifi;TV,Cerdañola del Vallés;Elche;Dos Hermanas;Jerez de la Frontera,2025-09-08,2025-09-08
marcos4508@viajes.cl,537185,75238,Barcelona,Arrecife,48,4267,442000,ZSSK (Eslovaquia),Aire acondicionado;Calefacción;TV;Asientos reclinables;Baño;Agua;Comida,Vigo;Rivas-Vaciamadrid;Jaén;Algeciras;Getafe,2025-11-14,2025-11-16
cesuva@viajes.cl,537186,91879,La Coruña,Benidorm,13,1560,78000,SNCB (Bélgica),Baño;Agua;Comida;Calefacción,San Sebastián;Gijón;Leganés;Getafe;Zaragoza,2026-09-08,2026-09-09
JosOocruz@viajes.cl,537198,94055,Palma de Mallorca,Torrejón de Ardoz,86,2083,180000,VR (Finlandia),Wifi;Aire acondicionado;TV;Baño,El Ejido;Alicante;Ferrol;Elche,2025-08-14,2025-08-15
sta.8454@viajes.cl,537202,21876,Algeciras,Pozuelo de Alarcón,54,3819,215000,Trenitalia,Wifi;Calefacción;Aire acondicionado;Baño;Comida;Agua;Asientos reclinables,El Puerto de Santa María;Arrecife,2026-08-09,2026-08-11
stmiOenalOeg@viajes.cl,537237,43380,San Cristróbal de la Laguna,Cuenta,97,2018,102000,RZD (Rusia),TV;Asientos reclinables;Aire acondicionado;Calefacción,El Ejido;Alcalá de Henares;Pamplona;Palencia;Talavera de la Reina,2025-08-01,2025-08-02
Sr.avilOos@viajes.cl,537241,92059,Cuenta,Alicante,1,738,128000,Nederlandse Sp,Agua;Wifi;Baño,Algeciras,2025-08-05,2025-08-05
Lorenzosamaniego@viajes.cl,537265,80128,Fuenlabrada,Zamora,78,456,14000,HŽ (Croacia),,Alcobendas;Fuenlabrada;San Cristróbal de la Laguna,2026-01-18,2026-01-18
alejandro6382@viajes.cl,537275,90370,Cádiz,Viladecans,69,2868,133000,NS International,Calefacción;Wifi;Comida;Aire acondicionado;Baño,Talavera de la Reina;La Línea de la Concepción;Dos Hermanas,2025-04-06,2025-04-07
JerOInimorodarte@viajes.cl,537281,9553,Viladecans,Rivas Vaciamadrid,25,3665,278000,ZSSK (Eslovaquia),Wifi;Calefacción;Comida;Asientos reclinables;Baño;TV;Agua,Granada;Albacete;Mijas;Almería,2025-04-12,2025-04-14
Juliobatista@viajes.cl,537316,80301,Linares,Inca,18,1472,173000,Thalys,Comida;Asientos reclinables;Wifi;TV,Logroño;Alcalá de Henares;Sanlúcar de Barrameda,2026-10-07,2026-10-08
jerOInimo3783@viajes.cl,537318,43473,Inca,Cuenta,61,2291,198000,BDZ (Bulgaria),Agua;Asientos reclinables;Wifi;TV;Calefacción,Pozuelo de Alarcón;Badalona;Torrevieja;San Cristróbal de la Laguna,2026-10-09,2026-10-10
gureja@viajes.cl,537319,31571,Cuenta,Albacete,100,1439,57000,ŽFBH (Bosnia y Herzegovina),Asientos reclinables;Baño;Agua,Alcoy;Lérida;Zaragoza,2026-10-10,2026-10-10
Anaarreola@viajes.cl,537337,76346,Motril,Hospitalet de LLobregat,84,3533,247000,SNCB (Bélgica),Asientos reclinables;Agua;Baño;Aire acondicionado;TV;Comida,Ávila;Sanlúcar de Barrameda;San Sebastían de los Reyes;Málaga,2026-07-25,2026-07-27
emilio2212@viajes.cl,537343,13864,Motril,Pontevedra,71,3147,267000,CFR (Rumania),Agua;Wifi;Aire acondicionado;TV;Asientos reclinables;Comida,Leganés;Toledo;Torrejón de Ardoz,2025-08-17,2025-08-19
juana7952@viajes.cl,537347,8348,Pontevedra,Alcoy,88,2890,297000,ŽFBH (Bosnia y Herzegovina),TV;Agua;Aire acondicionado;Baño;Comida;Asientos reclinables,La Coruña,2025-08-22,2025-08-24
josOo5167@viajes.cl,537350,2364,Logroño,Zamora,98,627,98000,ŽFBH (Bosnia y Herzegovina),,Málaga,2025-07-05,2025-07-05
BenitozOUniga@viajes.cl,537356,43709,Zamora,Valencia,1,1878,144000,VRZ (Croacia),Calefacción;TV;Baño;Comida,Granollers;Gerona;Dos Hermanas;Torrejón de Ardoz;Manresa,2025-07-10,2025-07-11
ocpagi@viajes.cl,537388,29522,Valdemoro,Zamora,27,926,47000,SBB (Suiza),Baño;Agua;Aire acondicionado,Gecho;Sanlúcar de Barrameda;Albacete;Badajoz,2025-04-29,2025-04-29
Gabrielavera@viajes.cl,537389,46726,Telde,Torrevieja,13,2717,96000,PKP (Polonia),Comida;Asientos reclinables;Aire acondicionado;Baño;Agua,Gerona,2025-11-04,2025-11-05
fevepr@viajes.cl,537390,77277,Torrevieja,Molina de Segura,74,2832,260000,CFR (Rumania),TV;Agua;Calefacción;Comida;Baño,Málaga;Tarragona;Alcorcón;Palencia;Ceuta,2025-11-05,2025-11-06
Antoniouribe@viajes.cl,537403,96929,Bilbao,Guadalajara,86,1067,117000,ÖBB (Austria),Comida;Baño;Agua,Tarrasa;Valencia;Benidorm,2025-01-03,2025-01-03
Catalinaaguirre@viajes.cl,537404,1023,Guadalajara,Sanlúcar de Barrameda,75,2279,281000,ZS (Eslovenia),TV;Wifi;Asientos reclinables;Aire acondicionado;Agua,Jerez de la Frontera,2025-01-03,2025-01-04
benjamOAn5220@viajes.cl,537416,92736,Madrid,La Coruña,89,3489,354000,ŽSSK (Eslovaquia),Calefacción;Baño;Agua;Comida;Aire acondicionado;TV,Telde,2025-01-27,2025-01-29
matebadOA@viajes.cl,537418,63225,Vigo,TORREVIEJA,60,3591,260000,VRZ (Croacia),Baño;TV;Comida;Calefacción;Aire acondicionado;Wifi,Guadalajara,2026-09-12,2026-09-14
